x,y
-2.0,-2.587165130825952
-1.9799498746867168,-3.206124130314592
-1.9598997493734336,-2.8794290790641357
-1.9398496240601504,-2.8454516166962867
-1.9197994987468672,-3.0880187864837625
-1.899749373433584,-3.078340474508077
-1.8796992481203008,-2.6859236761318757
-1.8596491228070176,-2.6660023095498984
-1.8395989974937343,3.0227108562668192
-1.8195488721804511,3.282397698619681
-1.799498746867168,-2.5662617818746605
-1.7794486215538847,-2.8284047889446238
-1.7593984962406015,-6.568773594300881
-1.7393483709273183,-2.8314008455799375
-1.719298245614035,-2.5743937805462163
-1.699248120300752,-2.431441893210667
-1.6791979949874687,NA
-1.6591478696741855,-2.4289617771140515
-1.6390977443609023,-2.1038106783262394
-1.619047619047619,-2.176591503029924
-1.5989974937343359,-1.9596721421265484
-1.5789473684210527,-2.6231705486476287
-1.5588972431077694,-2.3793258764803715
-1.5388471177944862,-2.102648803763859
-1.518796992481203,-1.903220592342477
-1.4987468671679198,-2.0523739421309513
-1.4786967418546366,-1.9329154672323783
-1.4586466165413534,-2.1481918294590923
-1.4385964912280702,-1.7363440969231574
-1.418546365914787,-1.728464438537753
-1.3984962406015038,-1.5397312118341595
-1.3784461152882206,-1.9647501950655912
-1.3583959899749374,-1.834661872267902
-1.3383458646616542,-1.5542153371987297
-1.318295739348371,-1.3661619591512544
-1.2982456140350878,-1.096389869667565
-1.2781954887218046,-1.3687407463545989
-1.2581453634085213,-1.3241528339142188
-1.2380952380952381,-1.218140320557678
-1.218045112781955,-1.3803059164785707
-1.1979949874686717,-1.6377681969177131
-1.1779448621553885,-1.2778457976330366
-1.1578947368421053,-1.3734109818156826
-1.137844611528822,-1.4187536376847547
-1.117794486215539,-1.4284093000686535
-1.0977443609022557,-1.4367915246383949
-1.0776942355889725,-1.1442529173834515
-1.0576441102756893,-1.4894717401949527
-1.037593984962406,-0.7586690365379594
-1.0175438596491229,-1.085693819595705
-0.9974937343358397,-0.9517710505742809
-0.9774436090225564,-0.457250322622629
-0.9573934837092732,-0.794899128343289
-0.93734335839599,-0.8785106431547378
-0.9172932330827068,-0.7685276178942877
-0.8972431077694236,-0.7024009191469693
-0.8771929824561404,-0.7687331297033795
-0.8571428571428572,-0.6191432537588579
-0.837092731829574,4.573886474291066
-0.8170426065162908,-0.7815160111184168
-0.7969924812030076,-0.744273717239996
-0.7769423558897244,-0.7187952234465982
-0.7568922305764412,-0.7853299373601925
-0.736842105263158,-0.28842631331241303
-0.7167919799498748,-0.7308872265770374
-0.6967418546365916,-0.5425704348134375
-0.6766917293233083,-0.4249181641962886
-0.6566416040100251,-0.7189374696818585
-0.6365914786967419,-0.09209022053964266
-0.6165413533834587,-0.47445245928391194
-0.5964912280701755,-0.30149711442634153
-0.5764411027568923,0.10671953272848883
-0.5563909774436091,-0.048923007244026304
-0.5363408521303259,-0.38223918778283855
-0.5162907268170427,-0.22807866496564988
-0.4962406015037595,0.10933702108577435
-0.4761904761904763,-0.161256683476587
-0.45614035087719307,-0.32378723530714937
-0.43609022556390986,0.16276961268169124
-0.41604010025062665,-0.027408107214499156
-0.39598997493734345,0.45127910602140964
-0.37593984962406024,0.30756617807519915
-0.35588972431077703,0.513599362478137
-0.3358395989974938,0.24004834407408737
-0.3157894736842106,0.06101708361634994
-0.2957393483709274,0.32745826259615585
-0.2756892230576442,0.5642791324861773
-0.255639097744361,0.275127017882171
-0.2355889724310778,0.6041915048713699
-0.21553884711779459,0.8631530860361345
-0.19548872180451138,1.0238096880508523
-0.17543859649122817,5.196057404516085
-0.15538847117794496,0.7624671903903185
-0.13533834586466176,0.7591263016832527
-0.11528822055137855,0.649625109365617
-0.09523809523809534,0.5748287619668884
-0.07518796992481214,0.4478031948302427
-0.05513784461152893,1.179825602646809
-0.03508771929824572,1.145851261044534
-0.015037593984962516,0.9156888916586767
0.005012531328320691,1.334941585087594
0.025062656641603898,1.2002728610965945
0.045112781954887105,1.0230169134471176
0.06516290726817031,0.7693283953286668
0.08521303258145352,1.343397107417059
0.10526315789473673,0.8991408174860509
0.12531328320801993,1.2686101717476428
0.14536340852130314,1.0016373816849402
0.16541353383458635,1.3611564099044668
0.18546365914786955,1.2293770166875793
0.20551378446115276,1.7107174173308826
0.22556390977443597,1.4187869022638189
0.24561403508771917,1.548186342758231
0.2656641604010024,1.3518671835357003
0.2857142857142856,1.2931862700985322
0.3057644110275688,1.6379729758489376
0.325814536340852,1.7491534582099284
0.3458646616541352,1.8309627498968277
0.3659147869674184,1.5690013333819204
0.3859649122807016,1.7019660620443042
